# of predictors,i,predictors,fold,tn|fp|fn|tp
4,214,1|5|7|8,0,13|20|9|49
4,214,1|5|7|8,1,21|13|16|41
4,214,1|5|7|8,2,23|17|19|32
4,214,1|5|7|8,3,33|10|19|29
4,214,1|5|7|8,4,24|9|23|35
4,215,1|2|6|10,0,17|14|19|41
4,215,1|2|6|10,1,13|26|7|45
4,215,1|2|6|10,2,29|9|14|39
4,215,1|2|6|10,3,21|33|10|27
4,215,1|2|6|10,4,21|14|15|41
4,216,1|3|7|8,0,14|15|17|45
4,216,1|3|7|8,1,17|19|13|42
4,216,1|3|7|8,2,32|9|16|34
4,216,1|3|7|8,3,27|21|11|32
4,216,1|3|7|8,4,29|9|11|42
4,217,0|3|4|7,0,21|15|17|38
4,217,0|3|4|7,1,28|10|19|34
4,217,0|3|4|7,2,23|29|7|32
4,217,0|3|4|7,3,47|11|23|10
4,217,0|3|4|7,4,34|13|6|38
4,218,7|8|9|10,0,15|11|19|46
4,218,7|8|9|10,1,20|9|15|47
4,218,7|8|9|10,2,23|9|19|40
4,218,7|8|9|10,3,27|11|35|18
4,218,7|8|9|10,4,20|6|18|47
4,219,1|2|9|10,0,17|12|23|39
4,219,1|2|9|10,1,18|17|11|45
4,219,1|2|9|10,2,27|9|18|37
4,219,1|2|9|10,3,31|19|15|26
4,219,1|2|9|10,4,27|6|11|47
4,220,5|6|7|9,0,11|26|7|47
4,220,5|6|7|9,1,14|23|13|41
4,220,5|6|7|9,2,23|18|10|40
4,220,5|6|7|9,3,32|12|35|12
4,220,5|6|7|9,4,25|6|23|37
4,221,1|2|4|9,0,22|10|17|42
4,221,1|2|4|9,1,23|13|16|39
4,221,1|2|4|9,2,29|15|12|35
4,221,1|2|4|9,3,37|17|15|22
4,221,1|2|4|9,4,29|12|10|40
4,222,1|3|7|9,0,22|10|18|41
4,222,1|3|7|9,1,20|18|7|46
4,222,1|3|7|9,2,33|9|14|35
4,222,1|3|7|9,3,33|17|12|29
4,222,1|3|7|9,4,28|9|14|40
4,223,1|5|7|8,0,13|20|9|49
4,223,1|5|7|8,1,21|13|16|41
4,223,1|5|7|8,2,23|17|19|32
4,223,1|5|7|8,3,33|10|19|29
4,223,1|5|7|8,4,24|9|23|35
4,224,2|7|8|9,0,21|7|19|44
4,224,2|7|8|9,1,20|15|11|45
4,224,2|7|8|9,2,27|12|16|36
4,224,2|7|8|9,3,33|10|19|29
4,224,2|7|8|9,4,25|9|17|40
4,225,0|4|8|9,0,17|17|16|41
4,225,0|4|8|9,1,25|8|23|35
4,225,0|4|8|9,2,31|15|12|33
4,225,0|4|8|9,3,43|8|27|13
4,225,0|4|8|9,4,32|10|10|39
4,226,4|7|9|10,0,14|15|23|39
4,226,4|7|9|10,1,17|12|20|42
4,226,4|7|9|10,2,19|18|13|41
4,226,4|7|9|10,3,29|15|17|30
4,226,4|7|9|10,4,25|5|17|44
4,227,1|5|6|8,0,25|10|12|44
4,227,1|5|6|8,1,16|20|14|41
4,227,1|5|6|8,2,27|13|12|39
4,227,1|5|6|8,3,41|6|19|25
4,227,1|5|6|8,4,26|9|12|44
4,228,3|6|8|10,0,16|11|32|32
4,228,3|6|8|10,1,13|19|11|48
4,228,3|6|8|10,2,21|14|15|41
4,228,3|6|8|10,3,37|10|24|20
4,228,3|6|8|10,4,25|9|6|51
4,229,1|5|6|10,0,21|14|15|41
4,229,1|5|6|10,1,23|12|12|44
4,229,1|5|6|10,2,24|13|12|42
4,229,1|5|6|10,3,35|14|13|29
4,229,1|5|6|10,4,25|6|16|44
4,230,3|4|5|10,0,20|11|20|40
4,230,3|4|5|10,1,18|9|20|44
4,230,3|4|5|10,2,28|12|5|46
4,230,3|4|5|10,3,43|6|18|24
4,230,3|4|5|10,4,27|10|7|47
4,231,0|4|5|10,0,17|20|19|35
4,231,0|4|5|10,1,24|7|29|31
4,231,0|4|5|10,2,24|21|16|30
4,231,0|4|5|10,3,45|8|20|18
4,231,0|4|5|10,4,29|10|14|38
4,232,0|6|7|10,0,15|21|26|29
4,232,0|6|7|10,1,12|28|5|46
4,232,0|6|7|10,2,27|16|13|35
4,232,0|6|7|10,3,40|13|25|13
4,232,0|6|7|10,4,29|6|23|33
4,233,2|3|5|9,0,17|16|17|41
4,233,2|3|5|9,1,26|9|12|44
4,233,2|3|5|9,2,27|16|11|37
4,233,2|3|5|9,3,41|9|19|22
4,233,2|3|5|9,4,24|16|8|43
4,234,0|4|8|10,0,19|12|37|23
4,234,0|4|8|10,1,22|8|22|39
4,234,0|4|8|10,2,35|7|20|29
4,234,0|4|8|10,3,45|6|28|12
4,234,0|4|8|10,4,31|8|15|37
4,235,4|5|7|9,0,19|16|16|40
4,235,4|5|7|9,1,21|10|24|36
4,235,4|5|7|9,2,24|19|12|36
4,235,4|5|7|9,3,30|14|21|26
4,235,4|5|7|9,4,27|7|15|42
4,236,2|4|6|10,0,21|9|26|35
4,236,2|4|6|10,1,14|20|11|46
4,236,2|4|6|10,2,26|14|9|42
4,236,2|4|6|10,3,29|24|14|24
4,236,2|4|6|10,4,25|12|8|46
4,237,0|1|3|8,0,18|16|21|36
4,237,0|1|3|8,1,19|20|16|36
4,237,0|1|3|8,2,29|18|14|30
4,237,0|1|3|8,3,38|19|14|20
4,237,0|1|3|8,4,33|13|7|38
4,238,0|1|3|10,0,22|12|27|30
4,238,0|1|3|10,1,18|20|12|41
4,238,0|1|3|10,2,30|14|23|24
4,238,0|1|3|10,3,29|30|10|22
4,238,0|1|3|10,4,27|15|19|30
4,239,1|2|8|10,0,17|9|30|35
4,239,1|2|8|10,1,16|17|16|42
4,239,1|2|8|10,2,28|7|19|37
4,239,1|2|8|10,3,32|16|15|28
4,239,1|2|8|10,4,27|7|11|46
4,240,5|7|8|9,0,12|20|18|41
4,240,5|7|8|9,1,21|10|20|40
4,240,5|7|8|9,2,26|12|20|33
4,240,5|7|8|9,3,30|8|41|12
4,240,5|7|8|9,4,22|8|24|37
4,241,1|5|7|9,0,19|17|14|41
4,241,1|5|7|9,1,23|13|14|41
4,241,1|5|7|9,2,27|14|21|29
4,241,1|5|7|9,3,34|11|20|26
4,241,1|5|7|9,4,25|7|27|32
4,242,2|5|6|9,0,21|15|9|46
4,242,2|5|6|9,1,16|22|10|43
4,242,2|5|6|9,2,26|16|11|38
4,242,2|5|6|9,3,33|16|7|35
4,242,2|5|6|9,4,27|9|13|42
4,243,1|3|6|8,0,20|11|17|43
4,243,1|3|6|8,1,10|28|7|46
4,243,1|3|6|8,2,28|13|14|36
4,243,1|3|6|8,3,37|15|11|28
4,243,1|3|6|8,4,33|7|10|41
4,244,1|6|8|10,0,18|11|31|31
4,244,1|6|8|10,1,16|18|10|47
4,244,1|6|8|10,2,29|5|17|40
4,244,1|6|8|10,3,33|14|22|22
4,244,1|6|8|10,4,24|7|12|48
4,245,2|4|5|8,0,15|16|12|48
4,245,2|4|5|8,1,24|6|22|39
4,245,2|4|5|8,2,33|10|10|38
4,245,2|4|5|8,3,43|4|24|20
4,245,2|4|5|8,4,26|14|7|44
4,246,3|4|9|10,0,19|9|12|51
4,246,3|4|9|10,1,23|5|19|44
4,246,3|4|9|10,2,21|17|13|40
4,246,3|4|9|10,3,37|12|18|24
4,246,3|4|9|10,4,30|6|6|49
4,247,2|5|6|7,0,23|13|13|42
4,247,2|5|6|7,1,18|22|7|44
4,247,2|5|6|7,2,28|16|10|37
4,247,2|5|6|7,3,38|11|18|24
4,247,2|5|6|7,4,27|9|12|43
4,248,1|5|6|9,0,21|17|9|44
4,248,1|5|6|9,1,12|26|7|46
4,248,1|5|6|9,2,25|16|13|37
4,248,1|5|6|9,3,34|15|15|27
4,248,1|5|6|9,4,28|6|15|42
4,249,2|5|7|10,0,15|16|20|40
4,249,2|5|7|10,1,15|18|10|48
4,249,2|5|7|10,2,26|12|15|38
4,249,2|5|7|10,3,31|14|20|26
4,249,2|5|7|10,4,26|5|14|46
4,250,1|6|7|9,0,19|16|15|41
4,250,1|6|7|9,1,20|21|7|43
4,250,1|6|7|9,2,28|13|14|36
4,250,1|6|7|9,3,32|17|13|29
4,250,1|6|7|9,4,27|6|14|44
4,251,2|6|8|10,0,19|8|31|33
4,251,2|6|8|10,1,11|23|14|43
4,251,2|6|8|10,2,24|11|14|42
4,251,2|6|8|10,3,29|18|18|26
4,251,2|6|8|10,4,25|8|10|48
4,252,1|4|8|10,0,17|10|32|32
4,252,1|4|8|10,1,18|10|18|45
4,252,1|4|8|10,2,30|6|15|40
4,252,1|4|8|10,3,29|18|15|29
4,252,1|4|8|10,4,26|8|8|49
4,253,1|4|5|7,0,23|13|14|41
4,253,1|4|5|7,1,21|13|12|45
4,253,1|4|5|7,2,28|17|11|35
4,253,1|4|5|7,3,37|12|18|24
4,253,1|4|5|7,4,28|9|12|42
4,254,3|4|5|10,0,20|11|20|40
4,254,3|4|5|10,1,18|9|20|44
4,254,3|4|5|10,2,28|12|5|46
4,254,3|4|5|10,3,43|6|18|24
4,254,3|4|5|10,4,27|10|7|47
4,255,0|2|9|10,0,25|8|24|34
4,255,0|2|9|10,1,17|20|12|42
4,255,0|2|9|10,2,31|11|16|33
4,255,0|2|9|10,3,39|15|21|16
4,255,0|2|9|10,4,29|9|6|47
4,256,3|4|6|8,0,13|17|11|50
4,256,3|4|6|8,1,19|14|17|41
4,256,3|4|6|8,2,22|21|11|37
4,256,3|4|6|8,3,37|14|18|22
4,256,3|4|6|8,4,33|9|8|41
4,257,3|7|8|10,0,17|8|22|44
4,257,3|7|8|10,1,17|13|19|42
4,257,3|7|8|10,2,21|14|15|41
4,257,3|7|8|10,3,34|9|25|23
4,257,3|7|8|10,4,25|7|10|49
4,258,4|5|8|10,0,14|15|9|53
4,258,4|5|8|10,1,21|3|25|42
4,258,4|5|8|10,2,23|13|10|45
4,258,4|5|8|10,3,37|5|27|22
4,258,4|5|8|10,4,24|8|11|48
4,259,4|5|6|9,0,18|19|7|47
4,259,4|5|6|9,1,20|13|16|42
4,259,4|5|6|9,2,23|20|10|38
4,259,4|5|6|9,3,23|25|12|31
4,259,4|5|6|9,4,27|9|13|42
4,260,2|5|7|10,0,15|16|20|40
4,260,2|5|7|10,1,15|18|10|48
4,260,2|5|7|10,2,26|12|15|38
4,260,2|5|7|10,3,31|14|20|26
4,260,2|5|7|10,4,26|5|14|46
4,261,0|1|8|10,0,20|12|30|29
4,261,0|1|8|10,1,18|17|15|41
4,261,0|1|8|10,2,34|6|21|30
4,261,0|1|8|10,3,42|10|25|14
4,261,0|1|8|10,4,30|7|12|42
4,262,2|7|8|10,0,15|10|22|44
4,262,2|7|8|10,1,17|15|15|44
4,262,2|7|8|10,2,23|12|14|42
4,262,2|7|8|10,3,36|7|20|28
4,262,2|7|8|10,4,25|6|7|53
4,263,3|5|6|7,0,15|21|7|48
4,263,3|5|6|7,1,19|19|16|37
4,263,3|5|6|7,2,27|17|6|41
4,263,3|5|6|7,3,40|9|26|16
4,263,3|5|6|7,4,27|10|10|44
4,264,0|4|6|9,0,21|18|12|40
4,264,0|4|6|9,1,25|14|17|35
4,264,0|4|6|9,2,29|20|13|29
4,264,0|4|6|9,3,34|23|13|21
4,264,0|4|6|9,4,35|8|13|35
4,265,0|1|4|8,0,26|9|22|34
4,265,0|1|4|8,1,23|13|20|35
4,265,0|1|4|8,2,36|12|10|33
4,265,0|1|4|8,3,35|21|16|19
4,265,0|1|4|8,4,30|15|6|40
4,266,1|5|7|8,0,13|20|9|49
4,266,1|5|7|8,1,21|13|16|41
4,266,1|5|7|8,2,23|17|19|32
4,266,1|5|7|8,3,33|10|19|29
4,266,1|5|7|8,4,24|9|23|35
4,267,1|2|4|7,0,21|11|23|36
4,267,1|2|4|7,1,25|13|13|40
4,267,1|2|4|7,2,27|19|8|37
4,267,1|2|4|7,3,28|26|10|27
4,267,1|2|4|7,4,29|12|8|42
4,268,2|4|6|7,0,23|10|18|40
4,268,2|4|6|7,1,19|20|14|38
4,268,2|4|6|7,2,33|13|10|35
4,268,2|4|6|7,3,34|19|15|23
4,268,2|4|6|7,4,34|6|10|41
4,269,1|2|4|6,0,21|13|14|43
4,269,1|2|4|6,1,19|21|11|40
4,269,1|2|4|6,2,31|15|7|38
4,269,1|2|4|6,3,32|26|11|22
4,269,1|2|4|6,4,30|13|10|38
4,270,3|5|6|8,0,15|18|6|52
4,270,3|5|6|8,1,17|17|18|39
4,270,3|5|6|8,2,31|10|7|43
4,270,3|5|6|8,3,34|13|27|17
4,270,3|5|6|8,4,28|10|10|43
4,271,1|3|4|8,0,22|7|18|44
4,271,1|3|4|8,1,23|9|16|43
4,271,1|3|4|8,2,24|19|11|37
4,271,1|3|4|8,3,36|16|12|27
4,271,1|3|4|8,4,30|13|6|42
4,272,2|3|6|7,0,23|9|22|37
4,272,2|3|6|7,1,19|23|5|44
4,272,2|3|6|7,2,26|19|10|36
4,272,2|3|6|7,3,40|14|12|25
4,272,2|3|6|7,4,33|8|8|42
4,273,1|5|6|7,0,25|13|12|41
4,273,1|5|6|7,1,15|25|8|43
4,273,1|5|6|7,2,24|19|11|37
4,273,1|5|6|7,3,35|14|20|22
4,273,1|5|6|7,4,26|8|15|42
4,274,1|7|9|10,0,18|12|19|42
4,274,1|7|9|10,1,17|17|13|44
4,274,1|7|9|10,2,24|11|23|33
4,274,1|7|9|10,3,30|15|24|22
4,274,1|7|9|10,4,23|5|16|47
4,275,0|1|3|4,0,25|12|11|43
4,275,0|1|3|4,1,25|14|13|39
4,275,0|1|3|4,2,25|27|7|32
4,275,0|1|3|4,3,34|29|11|17
4,275,0|1|3|4,4,25|25|6|35
4,276,2|3|6|7,0,23|9|22|37
4,276,2|3|6|7,1,19|23|5|44
4,276,2|3|6|7,2,26|19|10|36
4,276,2|3|6|7,3,40|14|12|25
4,276,2|3|6|7,4,33|8|8|42
4,277,1|2|4|5,0,20|15|9|47
4,277,1|2|4|5,1,22|13|14|42
4,277,1|2|4|5,2,28|18|6|39
4,277,1|2|4|5,3,33|21|16|21
4,277,1|2|4|5,4,28|14|10|39
4,278,0|4|6|8,0,22|14|18|37
4,278,0|4|6|8,1,24|13|15|39
4,278,0|4|6|8,2,30|18|10|33
4,278,0|4|6|8,3,38|17|21|15
4,278,0|4|6|8,4,30|14|8|39
4,279,1|3|7|8,0,14|15|17|45
4,279,1|3|7|8,1,17|19|13|42
4,279,1|3|7|8,2,32|9|16|34
4,279,1|3|7|8,3,27|21|11|32
4,279,1|3|7|8,4,29|9|11|42
4,280,1|3|5|6,0,24|13|11|43
4,280,1|3|5|6,1,18|21|10|42
4,280,1|3|5|6,2,28|16|8|39
4,280,1|3|5|6,3,39|15|16|21
4,280,1|3|5|6,4,28|12|10|41
4,281,1|3|5|6,0,24|13|11|43
4,281,1|3|5|6,1,18|21|10|42
4,281,1|3|5|6,2,28|16|8|39
4,281,1|3|5|6,3,39|15|16|21
4,281,1|3|5|6,4,28|12|10|41
4,282,1|5|8|10,0,17|13|7|54
4,282,1|5|8|10,1,17|12|20|42
4,282,1|5|8|10,2,23|11|22|35
4,282,1|5|8|10,3,32|11|24|24
4,282,1|5|8|10,4,24|6|22|39
4,283,0|3|5|7,0,16|23|12|40
4,283,0|3|5|7,1,28|11|22|30
4,283,0|3|5|7,2,32|18|11|30
4,283,0|3|5|7,3,47|7|25|12
4,283,0|3|5|7,4,28|15|9|39
4,284,0|1|7|10,0,23|12|20|36
4,284,0|1|7|10,1,17|22|9|43
4,284,0|1|7|10,2,28|15|12|36
4,284,0|1|7|10,3,36|18|12|25
4,284,0|1|7|10,4,31|5|19|36
4,285,1|3|5|8,0,11|21|9|50
4,285,1|3|5|8,1,20|13|18|40
4,285,1|3|5|8,2,30|11|15|35
4,285,1|3|5|8,3,38|10|23|20
4,285,1|3|5|8,4,25|14|9|43
4,286,1|3|6|7,0,21|13|14|43
4,286,1|3|6|7,1,13|29|6|43
4,286,1|3|6|7,2,31|13|10|37
4,286,1|3|6|7,3,35|19|11|26
4,286,1|3|6|7,4,31|8|9|43
4,287,1|4|9|10,0,19|11|25|36
4,287,1|4|9|10,1,15|15|13|48
4,287,1|4|9|10,2,26|11|15|39
4,287,1|4|9|10,3,30|19|11|31
4,287,1|4|9|10,4,27|6|11|47
4,288,2|3|6|7,0,23|9|22|37
4,288,2|3|6|7,1,19|23|5|44
4,288,2|3|6|7,2,26|19|10|36
4,288,2|3|6|7,3,40|14|12|25
4,288,2|3|6|7,4,33|8|8|42
4,289,0|2|3|8,0,24|8|26|33
4,289,0|2|3|8,1,21|18|16|36
4,289,0|2|3|8,2,31|17|15|28
4,289,0|2|3|8,3,44|13|17|17
4,289,0|2|3|8,4,31|17|6|37
4,290,0|2|6|9,0,25|13|22|31
4,290,0|2|6|9,1,16|28|6|41
4,290,0|2|6|9,2,34|14|14|29
4,290,0|2|6|9,3,36|22|9|24
4,290,0|2|6|9,4,33|10|13|35
4,291,1|2|3|4,0,20|11|14|46
4,291,1|2|3|4,1,25|12|15|39
4,291,1|2|3|4,2,22|25|6|38
4,291,1|2|3|4,3,30|29|11|21
4,291,1|2|3|4,4,22|25|6|38
4,292,0|2|6|10,0,21|14|29|27
4,292,0|2|6|10,1,10|31|9|41
4,292,0|2|6|10,2,29|15|17|30
4,292,0|2|6|10,3,33|25|11|22
4,292,0|2|6|10,4,29|11|17|34
4,293,0|1|7|10,0,23|12|20|36
4,293,0|1|7|10,1,17|22|9|43
4,293,0|1|7|10,2,28|15|12|36
4,293,0|1|7|10,3,36|18|12|25
4,293,0|1|7|10,4,31|5|19|36
4,294,0|5|6|9,0,18|24|7|42
4,294,0|5|6|9,1,11|29|9|42
4,294,0|5|6|9,2,24|23|8|36
4,294,0|5|6|9,3,32|21|23|15
4,294,0|5|6|9,4,27|12|21|31
4,295,2|3|6|8,0,17|12|19|43
4,295,2|3|6|8,1,10|28|4|49
4,295,2|3|6|8,2,28|14|13|36
4,295,2|3|6|8,3,36|16|17|22
4,295,2|3|6|8,4,31|11|7|42
4,296,0|2|5|10,0,20|16|21|34
4,296,0|2|5|10,1,19|17|17|38
4,296,0|2|5|10,2,31|13|10|37
4,296,0|2|5|10,3,40|14|22|15
4,296,0|2|5|10,4,29|10|9|43
4,297,1|2|3|6,0,18|15|17|41
4,297,1|2|3|6,1,14|29|8|40
4,297,1|2|3|6,2,29|16|10|36
4,297,1|2|3|6,3,31|28|8|24
4,297,1|2|3|6,4,27|17|7|40
4,298,1|2|5|9,0,19|16|19|37
4,298,1|2|5|9,1,25|12|11|43
4,298,1|2|5|9,2,21|21|16|33
4,298,1|2|5|9,3,35|15|12|29
4,298,1|2|5|9,4,28|9|16|38
4,299,1|2|3|5,0,18|16|14|43
4,299,1|2|3|5,1,27|11|18|35
4,299,1|2|3|5,2,26|19|8|38
4,299,1|2|3|5,3,39|16|16|20
4,299,1|2|3|5,4,27|16|8|40
4,300,4|6|7|8,0,17|14|18|42
4,300,4|6|7|8,1,23|11|19|38
4,300,4|6|7|8,2,24|18|10|39
4,300,4|6|7|8,3,31|15|20|25
4,300,4|6|7|8,4,28|8|6|49
4,301,0|2|3|10,0,22|10|36|23
4,301,0|2|3|10,1,20|18|13|40
4,301,0|2|3|10,2,30|15|25|21
4,301,0|2|3|10,3,24|35|11|21
4,301,0|2|3|10,4,26|18|16|31
5,0,1|3|4|6|7,0,24|5|14|35
5,0,1|3|4|6|7,1,21|13|7|37
5,0,1|3|4|6|7,2,27|13|6|32
5,0,1|3|4|6|7,3,33|15|6|24
5,0,1|3|4|6|7,4,31|5|8|34
5,1,1|4|5|7|9,0,16|15|12|35
5,1,1|4|5|7|9,1,18|10|13|37
5,1,1|4|5|7|9,2,22|15|10|31
5,1,1|4|5|7|9,3,29|10|18|21
5,1,1|4|5|7|9,4,22|7|12|37
5,2,2|3|7|9|10,0,18|4|18|38
5,2,2|3|7|9|10,1,14|15|8|41
5,2,2|3|7|9|10,2,22|9|8|39
5,2,2|3|7|9|10,3,31|9|14|24
5,2,2|3|7|9|10,4,20|8|5|45
5,3,2|4|5|6|7,0,20|11|9|38
5,3,2|4|5|6|7,1,15|17|11|35
5,3,2|4|5|6|7,2,26|14|8|30
5,3,2|4|5|6|7,3,28|15|13|22
5,3,2|4|5|6|7,4,25|8|9|36
5,4,1|3|7|8|9,0,14|10|16|38
5,4,1|3|7|8|9,1,14|16|5|43
5,4,1|3|7|8|9,2,26|7|12|33
5,4,1|3|7|8|9,3,22|16|10|30
5,4,1|3|7|8|9,4,22|8|13|35
5,5,2|3|7|9|10,0,18|4|18|38
5,5,2|3|7|9|10,1,14|15|8|41
5,5,2|3|7|9|10,2,22|9|8|39
5,5,2|3|7|9|10,3,31|9|14|24
5,5,2|3|7|9|10,4,20|8|5|45
5,6,1|2|6|7|8,0,18|8|15|37
5,6,1|2|6|7|8,1,13|23|4|38
5,6,1|2|6|7|8,2,25|10|11|32
5,6,1|2|6|7|8,3,26|16|9|27
5,6,1|2|6|7|8,4,25|6|10|37
5,7,0|5|6|7|10,0,11|23|22|22
5,7,0|5|6|7|10,1,11|22|6|39
5,7,0|5|6|7|10,2,18|19|7|34
5,7,0|5|6|7|10,3,33|10|24|11
5,7,0|5|6|7|10,4,21|7|16|34
5,8,1|3|4|8|9,0,16|8|14|40
5,8,1|3|4|8|9,1,16|10|14|38
5,8,1|3|4|8|9,2,23|12|9|34
5,8,1|3|4|8|9,3,25|17|12|24
5,8,1|3|4|8|9,4,27|8|6|37
5,9,0|2|3|4|10,0,20|7|28|23
5,9,0|2|3|4|10,1,21|9|15|33
5,9,0|2|3|4|10,2,24|17|18|19
5,9,0|2|3|4|10,3,24|29|11|14
5,9,0|2|3|4|10,4,20|21|16|21
5,10,1|3|4|7|8,0,16|8|16|38
5,10,1|3|4|7|8,1,16|12|11|39
5,10,1|3|4|7|8,2,26|11|9|32
5,10,1|3|4|7|8,3,27|15|9|27
5,10,1|3|4|7|8,4,27|8|7|36
5,11,0|3|5|8|10,0,8|20|5|45
5,11,0|3|5|8|10,1,16|10|22|30
5,11,0|3|5|8|10,2,24|11|9|34
5,11,0|3|5|8|10,3,37|5|27|9
5,11,0|3|5|8|10,4,24|9|11|34
5,12,3|4|6|8|9,0,13|12|14|39
5,12,3|4|6|8|9,1,16|11|17|34
5,12,3|4|6|8|9,2,19|16|11|32
5,12,3|4|6|8|9,3,26|15|15|22
5,12,3|4|6|8|9,4,24|10|6|38
5,13,1|2|4|6|9,0,22|7|11|38
5,13,1|2|4|6|9,1,18|16|8|36
5,13,1|2|4|6|9,2,29|9|8|32
5,13,1|2|4|6|9,3,29|19|9|21
5,13,1|2|4|6|9,4,28|7|10|33
5,14,1|5|7|8|10,0,13|12|7|46
5,14,1|5|7|8|10,1,14|11|12|41
5,14,1|5|7|8|10,2,16|12|19|31
5,14,1|5|7|8|10,3,24|9|15|30
5,14,1|5|7|8|10,4,17|5|17|39
5,15,0|3|4|8|9,0,10|18|13|37
5,15,0|3|4|8|9,1,19|9|19|31
5,15,0|3|4|8|9,2,21|20|12|25
5,15,0|3|4|8|9,3,37|9|20|12
5,15,0|3|4|8|9,4,27|13|7|31
5,16,0|1|2|5|10,0,20|12|21|25
5,16,0|1|2|5|10,1,20|13|13|32
5,16,0|1|2|5|10,2,27|11|10|30
5,16,0|1|2|5|10,3,35|14|14|15
5,16,0|1|2|5|10,4,25|9|11|33
5,17,1|5|6|7|8,0,21|9|10|38
5,17,1|5|6|7|8,1,18|14|9|37
5,17,1|5|6|7|8,2,21|13|9|35
5,17,1|5|6|7|8,3,29|8|17|24
5,17,1|5|6|7|8,4,20|7|10|41
5,18,0|3|5|7|9,0,16|18|15|29
5,18,0|3|5|7|9,1,26|7|21|24
5,18,0|3|5|7|9,2,31|11|11|25
5,18,0|3|5|7|9,3,37|7|24|10
5,18,0|3|5|7|9,4,19|16|7|36
5,19,0|3|4|5|9,0,15|19|10|34
5,19,0|3|4|5|9,1,24|5|20|29
5,19,0|3|4|5|9,2,28|16|9|25
5,19,0|3|4|5|9,3,39|9|19|11
5,19,0|3|4|5|9,4,27|13|7|31
5,20,3|6|7|8|9,0,13|12|11|42
5,20,3|6|7|8|9,1,15|16|11|36
5,20,3|6|7|8|9,2,22|11|10|35
5,20,3|6|7|8|9,3,20|17|14|27
5,20,3|6|7|8|9,4,21|8|13|36
5,21,0|1|4|5|10,0,19|14|14|31
5,21,0|1|4|5|10,1,10|18|14|36
5,21,0|1|4|5|10,2,26|13|10|29
5,21,0|1|4|5|10,3,32|16|12|18
5,21,0|1|4|5|10,4,24|10|8|36
5,22,1|5|6|7|9,0,17|16|7|38
5,22,1|5|6|7|9,1,15|19|6|38
5,22,1|5|6|7|9,2,20|15|10|33
5,22,1|5|6|7|9,3,27|12|18|21
5,22,1|5|6|7|9,4,21|5|14|38
5,23,0|1|2|6|9,0,24|10|19|25
5,23,0|1|2|6|9,1,15|26|5|32
5,23,0|1|2|6|9,2,31|11|13|23
5,23,0|1|2|6|9,3,42|11|10|15
5,23,0|1|2|6|9,4,29|9|13|27
5,24,0|5|7|8|9,0,12|20|18|28
5,24,0|5|7|8|9,1,19|11|17|31
5,24,0|5|7|8|9,2,22|16|13|27
5,24,0|5|7|8|9,3,29|8|33|8
5,24,0|5|7|8|9,4,21|9|20|28
5,25,0|2|6|7|8,0,21|9|18|30
5,25,0|2|6|7|8,1,15|23|7|33
5,25,0|2|6|7|8,2,28|13|12|25
5,25,0|2|6|7|8,3,30|16|14|18
5,25,0|2|6|7|8,4,26|10|10|32
5,26,0|2|6|7|8,0,21|9|18|30
5,26,0|2|6|7|8,1,15|23|7|33
5,26,0|2|6|7|8,2,28|13|12|25
5,26,0|2|6|7|8,3,30|16|14|18
5,26,0|2|6|7|8,4,26|10|10|32
5,27,1|3|4|7|10,0,17|7|18|36
5,27,1|3|4|7|10,1,17|10|10|41
5,27,1|3|4|7|10,2,25|9|9|35
5,27,1|3|4|7|10,3,29|15|9|25
5,27,1|3|4|7|10,4,25|6|7|40
5,28,2|4|6|7|8,0,17|8|17|36
5,28,2|4|6|7|8,1,17|14|9|38
5,28,2|4|6|7|8,2,27|10|6|35
5,28,2|4|6|7|8,3,24|17|15|22
5,28,2|4|6|7|8,4,28|5|5|40
5,29,0|3|5|6|7,0,14|22|6|36
5,29,0|3|5|6|7,1,19|18|14|27
5,29,0|3|5|6|7,2,27|17|6|28
5,29,0|3|5|6|7,3,41|7|18|12
5,29,0|3|5|6|7,4,26|11|9|32
5,30,1|3|5|6|7,0,21|11|11|35
5,30,1|3|5|6|7,1,15|20|6|37
5,30,1|3|5|6|7,2,25|13|7|33
5,30,1|3|5|6|7,3,36|8|12|22
5,30,1|3|5|6|7,4,22|10|10|36
5,31,1|4|6|8|10,0,17|7|25|29
5,31,1|4|6|8|10,1,16|10|11|41
5,31,1|4|6|8|10,2,21|9|8|40
5,31,1|4|6|8|10,3,21|20|14|23
5,31,1|4|6|8|10,4,21|7|6|44
5,32,6|7|8|9|10,0,11|12|10|45
5,32,6|7|8|9|10,1,14|13|10|41
5,32,6|7|8|9|10,2,15|11|12|40
5,32,6|7|8|9|10,3,21|11|23|23
5,32,6|7|8|9|10,4,17|3|17|41
5,33,1|2|3|4|5,0,18|11|12|37
5,33,1|2|3|4|5,1,22|8|11|37
5,33,1|2|3|4|5,2,25|16|5|32
5,33,1|2|3|4|5,3,31|18|11|18
5,33,1|2|3|4|5,4,23|17|8|30
5,34,2|6|7|9|10,0,14|11|21|32
5,34,2|6|7|9|10,1,12|20|6|40
5,34,2|6|7|9|10,2,20|10|9|39
5,34,2|6|7|9|10,3,28|11|8|31
5,34,2|6|7|9|10,4,20|4|8|46
5,35,1|2|6|7|8,0,18|8|15|37
5,35,1|2|6|7|8,1,13|23|4|38
5,35,1|2|6|7|8,2,25|10|11|32
